customer_id,region,tenure_months,contract_type,internet_type,payment_method,monthly_charges,total_charges,churn
CUST00367,North,35,Month-to-month,No,Bank transfer,96.22,3535.89,No
CUST00368,North,31,One year,DSL,Electronic check,95.93,3099.24,No
CUST00369,West,45,Two year,No,Mailed check,35.96,1600.2,No
CUST00370,East,3,One year,Fiber optic,Mailed check,75.44,210.08,No
CUST00371,West,69,Month-to-month,Fiber optic,Electronic check,23.73,1621.4,Yes
CUST00372,West,0,Month-to-month,Fiber optic,Mailed check,52.76,48.89,No
CUST00373,East,7,Month-to-month,Fiber optic,Mailed check,96.99,697.24,No
CUST00374,North,47,One year,Fiber optic,Electronic check,52.33,2332.58,No
CUST00375,West,62,One year,DSL,Bank transfer,40.77,2498.27,No
CUST00376,East,37,Month-to-month,Fiber optic,Credit card,104.78,3937.43,No
CUST00377,South,40,Two year,No,Mailed check,83.24,3048.64,No
CUST00378,East,9,Month-to-month,No,Mailed check,82.89,779.18,No
CUST00379,East,57,Month-to-month,DSL,Electronic check,53.75,3119.06,No
CUST00380,North,49,Month-to-month,Fiber optic,Mailed check,108.22,5164.71,Yes
CUST00381,West,12,Two year,Fiber optic,Mailed check,34.59,378.16,No
CUST00382,East,2,Month-to-month,No,Electronic check,52.86,109.23,Yes
CUST00383,North,70,Two year,No,Bank transfer,78.59,5457.55,No
CUST00384,North,55,Two year,DSL,Credit card,34.02,1712.41,No
CUST00385,South,52,One year,Fiber optic,Bank transfer,85.38,4193.84,Yes
CUST00386,West,70,Two year,DSL,Bank transfer,18.39,1175.49,No
CUST00387,West,25,Month-to-month,DSL,Bank transfer,117.66,2856.3,Yes
CUST00388,West,60,Month-to-month,Fiber optic,Electronic check,83.47,4798.5,Yes
CUST00389,West,47,Month-to-month,DSL,Credit card,65.44,2872.49,Yes
CUST00390,North,19,One year,Fiber optic,Electronic check,86.15,1671.6,No
CUST00391,South,70,Month-to-month,Fiber optic,Credit card,116.49,8179.25,No
CUST00392,South,60,Month-to-month,Fiber optic,Electronic check,69.21,4298.22,No
CUST00393,South,15,Two year,Fiber optic,Mailed check,117.16,1794.78,Yes
CUST00394,West,10,Two year,Fiber optic,Mailed check,103.08,967.59,No
CUST00395,North,11,Month-to-month,Fiber optic,Bank transfer,105.38,1133.62,No
CUST00396,North,66,One year,DSL,Mailed check,33.12,2160.1,No
CUST00397,North,13,One year,DSL,Bank transfer,106.48,1428.56,No
CUST00398,East,49,One year,Fiber optic,Credit card,21.82,1006.43,No
CUST00399,West,4,Month-to-month,No,Mailed check,23.03,89.47,Yes
CUST00400,East,2,Month-to-month,Fiber optic,Bank transfer,46.6,90.75,Yes
CUST00401,North,29,Month-to-month,No,Credit card,96.95,2665.72,No
CUST00402,North,24,Month-to-month,No,Credit card,93.58,2277.19,No
CUST00403,North,65,One year,DSL,Credit card,31.84,2126.92,No
CUST00404,North,22,Month-to-month,No,Electronic check,43.45,925.76,No
CUST00405,South,35,Month-to-month,Fiber optic,Credit card,82.81,2662.37,Yes
CUST00406,East,62,One year,DSL,Credit card,77.86,4597.85,No
CUST00407,East,11,Month-to-month,Fiber optic,Mailed check,105.09,1175.61,Yes
CUST00408,South,28,One year,DSL,Credit card,70.35,2028.29,No
CUST00409,North,60,Two year,Fiber optic,Electronic check,40.82,2427.77,No
CUST00410,East,54,Two year,No,Credit card,43.7,2289.02,No
CUST00411,West,13,Month-to-month,No,Bank transfer,75.27,967.81,Yes
CUST00412,North,61,Month-to-month,No,Bank transfer,105.87,6065.24,No
CUST00413,East,24,Month-to-month,Fiber optic,Electronic check,100.15,2452.52,Yes
CUST00414,East,17,One year,Fiber optic,Bank transfer,44.46,727.69,No
CUST00415,North,24,Month-to-month,Fiber optic,Credit card,110.47,2653.35,Yes
CUST00416,South,71,Month-to-month,DSL,Mailed check,93.57,6701.79,No
CUST00417,South,42,One year,DSL,Mailed check,93.91,3731.48,No
CUST00418,East,47,Month-to-month,DSL,Electronic check,65.99,3194.45,No
CUST00419,North,60,Two year,Fiber optic,Credit card,72.04,4158.0,No
CUST00420,South,17,Two year,DSL,Credit card,32.61,570.65,No
CUST00421,North,62,Month-to-month,No,Bank transfer,82.72,4619.4,Yes
CUST00422,South,20,Month-to-month,Fiber optic,Electronic check,31.2,602.2,Yes
CUST00423,West,61,Month-to-month,DSL,Mailed check,92.53,5884.27,No
CUST00424,South,2,One year,Fiber optic,Mailed check,41.08,84.75,Yes
CUST00425,North,49,Month-to-month,DSL,Electronic check,102.03,4723.15,Yes
CUST00426,East,55,Two year,No,Bank transfer,119.61,6404.39,No
CUST00427,South,51,Month-to-month,DSL,Mailed check,39.54,1821.51,No
CUST00428,North,46,One year,Fiber optic,Credit card,107.41,4636.35,No
CUST00429,North,6,One year,Fiber optic,Electronic check,22.92,126.16,Yes
CUST00430,North,70,Month-to-month,Fiber optic,Mailed check,88.91,6189.76,Yes
CUST00431,North,66,Month-to-month,Fiber optic,Mailed check,60.72,4146.95,No
CUST00432,North,36,Month-to-month,DSL,Mailed check,80.12,2932.47,No
CUST00433,South,45,One year,DSL,Electronic check,73.91,3447.53,No
CUST00434,West,42,Month-to-month,DSL,Electronic check,110.5,4758.35,No
CUST00435,South,11,One year,DSL,Electronic check,110.29,1209.13,Yes
CUST00436,East,33,Month-to-month,DSL,Mailed check,107.16,3634.72,Yes
CUST00437,East,54,One year,DSL,Electronic check,18.99,944.2,No
CUST00438,East,45,Two year,No,Bank transfer,107.6,4425.31,No
CUST00439,South,14,Month-to-month,No,Bank transfer,103.24,1450.4,No
CUST00440,West,21,Month-to-month,Fiber optic,Electronic check,118.12,2546.63,Yes
CUST00441,West,72,One year,DSL,Credit card,97.47,6959.62,No
CUST00442,South,61,Two year,DSL,Credit card,62.95,3492.44,No
CUST00443,North,67,One year,Fiber optic,Mailed check,117.75,7893.01,No
CUST00444,North,55,One year,DSL,Bank transfer,85.7,4695.64,No
CUST00445,North,1,One year,DSL,Credit card,104.89,108.08,Yes
CUST00446,West,41,Month-to-month,No,Electronic check,69.71,2808.31,Yes
CUST00447,South,10,Month-to-month,No,Credit card,26.98,262.99,Yes
CUST00448,West,2,Month-to-month,Fiber optic,Electronic check,102.24,208.32,Yes
CUST00449,East,65,One year,Fiber optic,Credit card,114.94,7131.18,Yes
CUST00450,South,58,Month-to-month,Fiber optic,Credit card,91.1,5043.36,Yes
CUST00451,North,28,Month-to-month,Fiber optic,Bank transfer,73.86,1977.26,Yes
CUST00452,South,63,Month-to-month,Fiber optic,Credit card,28.91,1806.08,Yes
CUST00453,West,27,Month-to-month,Fiber optic,Bank transfer,28.99,753.12,No
CUST00454,North,57,Month-to-month,Fiber optic,Mailed check,116.31,5971.02,No
CUST00455,West,61,Two year,Fiber optic,Mailed check,88.57,5003.22,No
CUST00456,North,49,One year,Fiber optic,Bank transfer,69.42,3257.69,No
CUST00457,South,35,Month-to-month,DSL,Bank transfer,64.19,2066.93,No
CUST00458,East,70,Two year,Fiber optic,Mailed check,38.49,2677.12,No
CUST00459,East,16,Two year,Fiber optic,Mailed check,69.4,1115.0,No
CUST00460,North,45,One year,Fiber optic,Credit card,86.77,4037.72,No
CUST00461,West,1,Month-to-month,DSL,Mailed check,23.41,21.27,Yes
CUST00462,South,36,One year,DSL,Electronic check,88.44,3006.41,No
CUST00463,North,45,Two year,DSL,Mailed check,93.73,4151.17,No
CUST00464,East,6,Two year,Fiber optic,Bank transfer,116.51,634.8,No
CUST00465,South,56,Two year,No,Bank transfer,95.02,5225.3,No
CUST00466,South,37,Month-to-month,No,Electronic check,37.07,1270.19,No
CUST00467,West,5,Month-to-month,Fiber optic,Mailed check,34.41,176.68,Yes
CUST00468,West,19,Month-to-month,No,Electronic check,96.91,1829.88,No
CUST00469,East,62,One year,Fiber optic,Electronic check,97.97,5756.33,Yes
CUST00470,South,66,Month-to-month,Fiber optic,Credit card,73.39,4652.47,Yes
CUST00471,South,42,Month-to-month,DSL,Credit card,119.66,5144.09,No
CUST00472,North,14,One year,Fiber optic,Mailed check,115.81,1625.2,No
CUST00473,North,49,Month-to-month,Fiber optic,Electronic check,110.96,5563.81,Yes
CUST00474,West,62,Month-to-month,No,Mailed check,50.67,2866.19,Yes
CUST00475,North,8,Month-to-month,Fiber optic,Mailed check,106.22,818.86,Yes
CUST00476,West,9,One year,DSL,Credit card,91.12,742.73,Yes
CUST00477,South,32,One year,Fiber optic,Mailed check,110.92,3411.53,No
CUST00478,West,55,Month-to-month,Fiber optic,Electronic check,72.55,3975.14,No
CUST00479,North,9,Month-to-month,Fiber optic,Bank transfer,98.26,835.88,Yes
CUST00480,West,48,Month-to-month,Fiber optic,Credit card,33.94,1519.94,No
CUST00481,East,18,Month-to-month,No,Bank transfer,115.65,1877.01,No
CUST00482,South,15,Month-to-month,Fiber optic,Credit card,72.79,1137.76,Yes
CUST00483,East,27,Month-to-month,Fiber optic,Mailed check,34.42,867.18,No
CUST00484,South,14,Month-to-month,Fiber optic,Electronic check,104.84,1526.26,No
CUST00485,West,70,Month-to-month,Fiber optic,Bank transfer,28.02,1978.74,No
CUST00486,East,45,Month-to-month,Fiber optic,Electronic check,47.08,1928.92,Yes
CUST00487,West,57,Month-to-month,Fiber optic,Mailed check,75.69,4118.78,Yes
CUST00488,West,21,Month-to-month,DSL,Mailed check,90.64,1896.07,Yes
CUST00489,East,17,One year,DSL,Credit card,65.21,1057.37,No
CUST00490,North,22,One year,DSL,Bank transfer,105.59,2139.47,No
CUST00491,East,9,One year,No,Electronic check,100.89,896.06,No
CUST00492,South,4,One year,Fiber optic,Credit card,84.7,312.47,Yes
CUST00493,East,17,Month-to-month,Fiber optic,Credit card,55.11,844.67,Yes
CUST00494,South,65,Month-to-month,DSL,Mailed check,93.06,5882.71,Yes
CUST00495,South,62,Month-to-month,DSL,Mailed check,22.37,1291.26,No
CUST00496,East,49,Month-to-month,Fiber optic,Electronic check,22.07,1078.49,Yes
CUST00497,East,33,One year,Fiber optic,Credit card,84.67,2667.8,No
CUST00498,North,66,Month-to-month,No,Mailed check,70.67,4444.7,No
CUST00499,West,61,Two year,DSL,Mailed check,62.87,3583.87,No
CUST00500,East,27,Month-to-month,DSL,Electronic check,85.43,2219.4,Yes
CUST00501,North,61,One year,Fiber optic,Mailed check,84.02,4928.59,No
CUST00502,South,20,Month-to-month,Fiber optic,Mailed check,23.7,444.96,Yes
CUST00503,West,72,One year,No,Bank transfer,114.62,7695.5,No
CUST00504,West,61,Month-to-month,No,Mailed check,99.05,6181.43,Yes
CUST00505,East,21,One year,DSL,Credit card,78.85,1507.36,No
CUST00506,South,13,Month-to-month,Fiber optic,Credit card,102.3,1317.7,Yes
CUST00507,North,68,Month-to-month,DSL,Credit card,85.26,6002.32,No
CUST00508,North,55,Month-to-month,Fiber optic,Electronic check,89.16,4728.95,No
CUST00509,West,48,Month-to-month,No,Electronic check,61.4,2765.0,No
CUST00510,North,36,One year,Fiber optic,Bank transfer,37.28,1350.63,No
CUST00511,North,66,Month-to-month,Fiber optic,Bank transfer,59.7,3609.17,Yes
CUST00512,East,33,Two year,Fiber optic,Bank transfer,80.41,2782.94,No
CUST00513,South,52,One year,Fiber optic,Mailed check,55.76,2850.91,No
CUST00514,East,44,One year,Fiber optic,Mailed check,105.21,4624.11,No
CUST00515,West,20,Month-to-month,Fiber optic,Bank transfer,99.69,1978.06,No
CUST00516,North,20,Month-to-month,Fiber optic,Electronic check,101.97,1979.75,Yes
CUST00517,North,8,Month-to-month,Fiber optic,Electronic check,91.9,764.32,Yes
CUST00518,East,7,Two year,No,Credit card,62.78,408.81,No
CUST00519,East,24,Month-to-month,Fiber optic,Mailed check,80.75,1940.14,Yes
CUST00520,North,20,Month-to-month,DSL,Credit card,54.02,1036.4,No
CUST00521,North,8,Two year,Fiber optic,Bank transfer,53.44,437.07,Yes
CUST00522,South,58,Two year,Fiber optic,Bank transfer,35.85,2029.26,No
CUST00523,East,43,Two year,No,Bank transfer,107.36,4717.91,No
CUST00524,West,48,One year,Fiber optic,Bank transfer,116.05,5396.76,No
CUST00525,North,61,Month-to-month,DSL,Mailed check,87.05,4962.19,Yes
CUST00526,East,66,Month-to-month,Fiber optic,Bank transfer,43.32,2613.1,No
CUST00527,East,9,One year,DSL,Bank transfer,54.06,503.15,Yes
CUST00528,South,63,One year,DSL,Mailed check,107.02,6277.16,No
CUST00529,South,45,Month-to-month,DSL,Electronic check,86.93,3909.95,No
CUST00530,North,61,Month-to-month,DSL,Bank transfer,68.06,4349.52,No
CUST00531,East,50,Month-to-month,Fiber optic,Electronic check,71.63,3450.69,No
CUST00532,North,64,Month-to-month,No,Mailed check,64.63,3797.37,No
CUST00533,East,1,Month-to-month,DSL,Electronic check,51.19,50.78,Yes
CUST00534,East,30,Month-to-month,No,Bank transfer,55.32,1617.8,Yes
CUST00535,East,46,Two year,DSL,Mailed check,76.28,3673.41,No
CUST00536,North,34,Two year,Fiber optic,Credit card,38.0,1317.85,No
CUST00537,West,1,Month-to-month,Fiber optic,Bank transfer,98.1,92.71,Yes
CUST00538,North,50,Month-to-month,DSL,Mailed check,101.01,4906.46,No
CUST00539,West,42,Month-to-month,Fiber optic,Bank transfer,53.1,2144.93,Yes
CUST00540,South,68,Month-to-month,Fiber optic,Bank transfer,51.16,3397.36,No
CUST00541,West,10,Month-to-month,DSL,Mailed check,106.56,1061.43,No
CUST00542,West,51,Two year,DSL,Mailed check,53.05,2562.22,No
CUST00543,East,50,Month-to-month,Fiber optic,Bank transfer,94.29,4611.44,Yes
CUST00544,South,23,Two year,DSL,Mailed check,85.53,2047.97,No
CUST00545,North,26,Month-to-month,DSL,Electronic check,113.55,2866.62,Yes
CUST00546,West,67,One year,DSL,Bank transfer,81.05,4955.99,No
CUST00547,West,39,Month-to-month,Fiber optic,Credit card,81.9,2937.59,No
CUST00548,North,4,One year,No,Bank transfer,106.15,411.9,No
CUST00549,East,70,Month-to-month,No,Mailed check,78.26,5305.54,No
CUST00550,West,67,One year,Fiber optic,Bank transfer,67.13,4201.17,Yes
CUST00551,East,46,Month-to-month,DSL,Electronic check,18.01,846.94,No
CUST00552,East,36,Month-to-month,DSL,Credit card,114.59,4007.92,Yes
CUST00553,West,37,One year,Fiber optic,Bank transfer,37.23,1422.04,No
CUST00554,South,20,One year,Fiber optic,Credit card,40.5,738.62,No
CUST00555,East,36,One year,Fiber optic,Bank transfer,60.12,2224.97,No
CUST00556,East,14,One year,Fiber optic,Bank transfer,89.45,1219.49,No
CUST00557,South,6,Two year,DSL,Electronic check,46.78,257.88,Yes
CUST00558,North,29,Month-to-month,DSL,Mailed check,52.88,1451.84,No
CUST00559,East,59,One year,DSL,Electronic check,104.04,6400.75,Yes
CUST00560,West,9,Month-to-month,DSL,Bank transfer,101.36,934.35,Yes
CUST00561,South,49,One year,Fiber optic,Electronic check,38.32,1897.02,Yes
CUST00562,South,60,Month-to-month,No,Bank transfer,34.18,2069.74,No
CUST00563,North,32,Month-to-month,DSL,Bank transfer,108.53,3575.58,Yes
CUST00564,North,30,One year,DSL,Mailed check,99.03,2934.37,No
CUST00565,South,1,Two year,Fiber optic,Credit card,88.22,81.45,No
CUST00566,South,20,Month-to-month,Fiber optic,Bank transfer,112.95,2370.92,No
CUST00567,North,45,One year,Fiber optic,Electronic check,30.83,1297.04,No
CUST00568,East,56,One year,DSL,Credit card,54.53,2810.03,No
CUST00569,West,56,One year,Fiber optic,Credit card,37.36,1941.51,No
CUST00570,West,35,Two year,Fiber optic,Mailed check,25.03,808.82,No
CUST00571,East,69,Month-to-month,DSL,Credit card,92.83,6613.06,No
CUST00572,East,30,Month-to-month,DSL,Credit card,37.37,1123.88,No
CUST00573,South,36,Month-to-month,Fiber optic,Electronic check,27.82,1000.35,Yes
CUST00574,South,22,Two year,DSL,Credit card,37.54,747.23,No
CUST00575,West,62,Month-to-month,Fiber optic,Bank transfer,23.01,1331.19,No
CUST00576,North,26,One year,No,Electronic check,65.74,1702.13,No
CUST00577,West,47,One year,DSL,Bank transfer,71.96,3416.43,No
CUST00578,North,27,Two year,DSL,Mailed check,72.23,1810.61,No
CUST00579,South,72,One year,DSL,Credit card,94.1,6876.44,No
CUST00580,West,54,Two year,DSL,Mailed check,74.1,3904.18,No
CUST00581,West,45,Two year,Fiber optic,Bank transfer,104.18,4509.26,No
CUST00582,East,30,One year,DSL,Bank transfer,54.72,1588.84,No
CUST00583,North,4,Two year,Fiber optic,Mailed check,119.33,451.2,Yes
CUST00584,South,27,Two year,DSL,Bank transfer,111.75,2946.92,No
CUST00585,South,12,Month-to-month,Fiber optic,Mailed check,45.03,558.43,Yes
CUST00586,East,38,Month-to-month,Fiber optic,Mailed check,92.9,3560.34,No
CUST00587,South,62,Two year,Fiber optic,Electronic check,78.71,4611.91,No
CUST00588,West,10,One year,No,Bank transfer,53.49,546.97,No
CUST00589,North,29,One year,No,Electronic check,82.66,2384.74,Yes
CUST00590,North,40,Month-to-month,DSL,Mailed check,33.63,1346.61,No
CUST00591,West,64,Month-to-month,Fiber optic,Credit card,33.1,2013.38,No
CUST00592,North,70,Month-to-month,DSL,Credit card,96.93,6239.28,Yes
CUST00593,South,62,Month-to-month,Fiber optic,Mailed check,42.72,2489.56,Yes
CUST00594,North,14,One year,Fiber optic,Bank transfer,37.43,498.7,No
CUST00595,East,21,Two year,Fiber optic,Credit card,81.56,1654.65,No
CUST00596,South,25,One year,DSL,Electronic check,29.46,668.88,No
CUST00597,South,36,Month-to-month,Fiber optic,Electronic check,49.12,1716.47,Yes
CUST00598,South,26,Month-to-month,Fiber optic,Credit card,81.55,2223.87,No
CUST00599,North,48,One year,Fiber optic,Electronic check,44.06,1922.46,Yes
CUST00600,East,6,Month-to-month,No,Electronic check,57.64,325.33,No
CUST00601,East,13,Month-to-month,No,Credit card,41.58,517.35,No
CUST00602,North,40,Month-to-month,Fiber optic,Electronic check,37.01,1443.53,Yes
CUST00603,North,5,Month-to-month,Fiber optic,Bank transfer,67.97,343.81,Yes
CUST00604,East,45,One year,DSL,Bank transfer,100.81,4508.64,No
CUST00605,North,71,Two year,DSL,Bank transfer,109.51,7763.86,Yes
CUST00606,West,66,Two year,Fiber optic,Mailed check,60.57,3941.39,No
CUST00607,East,42,Month-to-month,DSL,Mailed check,77.27,3253.8,Yes
CUST00608,South,39,One year,No,Mailed check,61.87,2500.64,No
CUST00609,South,40,Month-to-month,Fiber optic,Electronic check,36.78,1509.35,Yes
CUST00610,North,40,Two year,Fiber optic,Credit card,48.94,1980.78,No
CUST00611,East,19,One year,DSL,Mailed check,20.67,411.54,No
CUST00612,South,29,Month-to-month,DSL,Electronic check,88.19,2484.6,Yes
CUST00613,West,47,Month-to-month,Fiber optic,Credit card,32.03,1398.51,Yes
CUST00614,North,34,Two year,DSL,Mailed check,95.29,2948.01,No
CUST00615,West,62,One year,No,Mailed check,61.61,3882.59,No
CUST00616,West,40,Month-to-month,No,Electronic check,71.11,2752.64,No
CUST00617,North,31,Month-to-month,Fiber optic,Electronic check,74.89,2269.17,No
CUST00618,North,24,Month-to-month,Fiber optic,Bank transfer,96.92,2193.23,Yes
CUST00619,East,6,One year,No,Credit card,102.65,596.04,No
CUST00620,North,23,One year,No,Mailed check,58.09,1267.29,No
CUST00621,West,25,Two year,DSL,Bank transfer,88.56,2293.87,No
CUST00622,North,11,Month-to-month,Fiber optic,Bank transfer,26.7,295.49,Yes
CUST00623,South,48,One year,DSL,Mailed check,111.05,5249.5,No
CUST00624,South,20,Two year,DSL,Electronic check,60.8,1150.86,No
CUST00625,West,36,One year,DSL,Mailed check,115.96,3759.32,No
CUST00626,North,58,Month-to-month,Fiber optic,Electronic check,80.01,4520.02,Yes
CUST00627,West,58,Month-to-month,DSL,Electronic check,42.96,2447.08,No
CUST00628,South,6,Month-to-month,DSL,Bank transfer,21.75,134.16,No
CUST00629,East,42,Two year,DSL,Credit card,119.36,4633.13,No
CUST00630,South,58,One year,Fiber optic,Electronic check,27.5,1507.11,No
CUST00631,West,8,One year,No,Electronic check,47.87,352.39,No
CUST00632,East,42,Month-to-month,Fiber optic,Mailed check,80.43,3095.64,No
CUST00633,North,61,One year,Fiber optic,Bank transfer,61.56,3857.19,No
CUST00634,East,16,One year,Fiber optic,Credit card,68.24,1012.12,No
CUST00635,East,24,Month-to-month,DSL,Electronic check,93.22,2083.13,No
CUST00636,West,52,Month-to-month,DSL,Mailed check,19.15,926.27,Yes
CUST00637,North,39,Month-to-month,Fiber optic,Electronic check,29.61,1097.04,Yes
CUST00638,North,22,Month-to-month,No,Credit card,111.45,2499.93,No
CUST00639,West,19,One year,No,Bank transfer,65.17,1265.63,No
CUST00640,North,66,Month-to-month,Fiber optic,Bank transfer,74.63,4446.85,No
CUST00641,East,45,Month-to-month,DSL,Electronic check,52.59,2263.1,No
CUST00642,South,49,Month-to-month,DSL,Bank transfer,89.94,4174.26,Yes
CUST00643,West,11,Month-to-month,DSL,Credit card,102.6,1066.97,Yes
CUST00644,South,14,Month-to-month,DSL,Mailed check,111.16,1504.21,Yes
CUST00645,West,64,Month-to-month,DSL,Credit card,92.71,5806.13,No
CUST00646,South,12,Two year,No,Mailed check,38.93,423.01,No
CUST00647,North,0,Month-to-month,DSL,Electronic check,52.0,53.74,Yes
CUST00648,East,2,One year,DSL,Mailed check,50.73,94.24,Yes
CUST00649,East,56,One year,DSL,Mailed check,45.91,2319.75,No
CUST00650,North,26,Month-to-month,Fiber optic,Bank transfer,32.44,848.21,Yes
CUST00651,South,21,Month-to-month,Fiber optic,Bank transfer,73.14,1394.03,Yes
CUST00652,North,13,Month-to-month,DSL,Credit card,36.26,466.39,No
CUST00653,West,45,Month-to-month,No,Electronic check,117.32,5349.94,Yes
CUST00654,South,11,Two year,No,Credit card,27.92,290.71,No
CUST00655,West,60,Month-to-month,DSL,Bank transfer,111.11,6392.01,No
CUST00656,East,41,Month-to-month,DSL,Credit card,29.51,1175.79,No
CUST00657,East,44,One year,DSL,Electronic check,59.38,2631.38,Yes
CUST00658,North,38,Month-to-month,Fiber optic,Credit card,42.33,1506.48,Yes
CUST00659,West,49,Month-to-month,DSL,Credit card,98.0,4635.39,No
CUST00660,South,22,One year,DSL,Credit card,29.66,645.61,No
CUST00661,North,56,Month-to-month,No,Electronic check,79.02,4437.63,No
CUST00662,West,41,Month-to-month,Fiber optic,Electronic check,40.2,1517.72,Yes
CUST00663,North,18,One year,Fiber optic,Bank transfer,57.78,1026.2,No
CUST00664,East,38,One year,No,Bank transfer,111.69,4416.12,No
CUST00665,East,11,One year,Fiber optic,Credit card,104.46,1181.09,Yes
CUST00666,North,0,One year,No,Bank transfer,29.19,27.51,Yes
CUST00667,West,50,One year,Fiber optic,Credit card,56.92,2794.11,No
CUST00668,West,17,Month-to-month,Fiber optic,Bank transfer,103.68,1627.09,No
CUST00669,South,17,Month-to-month,Fiber optic,Mailed check,91.58,1514.83,Yes
CUST00670,South,10,Month-to-month,No,Credit card,109.15,1096.2,No
CUST00671,South,58,Month-to-month,Fiber optic,Credit card,57.24,3100.34,Yes
CUST00672,North,63,Two year,DSL,Bank transfer,59.91,3706.11,No
CUST00673,North,72,Month-to-month,Fiber optic,Credit card,116.1,7623.67,No
CUST00674,East,59,Month-to-month,Fiber optic,Electronic check,43.01,2523.89,No
CUST00675,North,69,One year,DSL,Electronic check,110.17,7451.63,Yes
CUST00676,West,65,Two year,Fiber optic,Bank transfer,60.94,4135.73,No
CUST00677,East,21,Month-to-month,No,Bank transfer,92.15,1905.26,Yes
CUST00678,West,21,One year,Fiber optic,Bank transfer,100.51,2097.3,No
CUST00679,North,16,Month-to-month,No,Bank transfer,43.71,694.02,Yes
CUST00680,East,1,One year,Fiber optic,Mailed check,85.23,81.43,Yes
CUST00681,South,62,Month-to-month,Fiber optic,Electronic check,52.97,2997.3,Yes
CUST00682,South,63,One year,Fiber optic,Credit card,42.27,2572.54,No
CUST00683,South,44,Month-to-month,DSL,Electronic check,23.36,996.6,Yes
CUST00684,West,68,Month-to-month,Fiber optic,Credit card,66.41,4162.61,No
CUST00685,North,36,Two year,Fiber optic,Bank transfer,116.1,4189.76,Yes
CUST00686,East,55,One year,Fiber optic,Bank transfer,52.17,2697.37,Yes
CUST00687,West,59,One year,Fiber optic,Mailed check,71.04,4198.31,No
CUST00688,East,70,Month-to-month,DSL,Electronic check,19.22,1230.58,Yes
CUST00689,West,44,Month-to-month,DSL,Mailed check,21.47,937.98,Yes
CUST00690,South,15,One year,DSL,Mailed check,56.35,857.57,No
CUST00691,South,14,One year,DSL,Credit card,85.37,1089.24,No
CUST00692,East,54,One year,Fiber optic,Bank transfer,44.25,2430.38,No
CUST00693,North,48,Month-to-month,No,Bank transfer,115.47,5208.34,Yes
CUST00694,West,25,One year,DSL,Credit card,29.06,712.77,No
CUST00695,North,56,One year,DSL,Electronic check,25.18,1422.96,No
CUST00696,North,63,Month-to-month,Fiber optic,Electronic check,85.79,5080.3,No
CUST00697,West,0,Month-to-month,No,Credit card,66.77,64.14,No
CUST00698,North,69,Month-to-month,Fiber optic,Credit card,30.36,2053.56,No
CUST00699,East,38,Month-to-month,Fiber optic,Electronic check,55.27,2159.07,Yes
CUST00700,West,37,One year,DSL,Electronic check,116.69,4313.69,No
CUST00701,West,13,One year,Fiber optic,Electronic check,108.29,1359.48,Yes
CUST00702,North,24,Month-to-month,No,Mailed check,67.9,1482.04,No
CUST00703,East,63,Month-to-month,No,Credit card,116.59,6628.74,Yes
CUST00704,East,5,Month-to-month,DSL,Credit card,113.89,586.84,Yes
CUST00705,South,9,Month-to-month,DSL,Electronic check,66.06,616.96,Yes
CUST00706,South,1,Month-to-month,DSL,Bank transfer,101.72,93.03,Yes
CUST00707,North,13,Month-to-month,Fiber optic,Mailed check,24.44,295.61,Yes
CUST00708,West,41,Month-to-month,Fiber optic,Mailed check,50.8,2175.91,Yes
CUST00709,North,22,Month-to-month,DSL,Mailed check,95.27,1939.18,Yes
CUST00710,South,56,Month-to-month,Fiber optic,Mailed check,28.2,1622.0,No
CUST00711,South,2,Two year,DSL,Electronic check,36.3,66.31,No
CUST00712,East,53,One year,Fiber optic,Credit card,88.62,4372.42,No
CUST00713,West,52,Month-to-month,DSL,Electronic check,78.82,4129.71,No
CUST00714,North,38,Month-to-month,DSL,Mailed check,37.57,1496.17,No
CUST00715,East,69,Month-to-month,Fiber optic,Mailed check,46.2,2961.65,No
CUST00716,West,63,Month-to-month,Fiber optic,Electronic check,23.51,1413.93,Yes
CUST00717,East,42,One year,No,Credit card,22.42,952.06,No
CUST00718,South,20,One year,Fiber optic,Electronic check,25.23,471.95,No
CUST00719,East,53,Month-to-month,Fiber optic,Bank transfer,41.47,2014.43,Yes
CUST00720,South,52,Two year,Fiber optic,Mailed check,25.5,1309.77,Yes
CUST00721,West,18,Month-to-month,Fiber optic,Mailed check,57.51,952.84,No
CUST00722,East,34,Month-to-month,DSL,Electronic check,46.62,1452.99,Yes
CUST00723,West,21,One year,DSL,Bank transfer,79.57,1701.77,No
CUST00724,South,70,Two year,DSL,Credit card,105.94,6914.98,No
CUST00725,West,35,Month-to-month,Fiber optic,Mailed check,43.28,1461.99,Yes
CUST00726,South,0,Month-to-month,DSL,Credit card,92.81,90.55,Yes
CUST00727,West,61,Two year,Fiber optic,Electronic check,64.15,3663.01,No
CUST00728,North,52,Two year,DSL,Bank transfer,42.38,2313.6,No
CUST00729,East,20,One year,No,Electronic check,117.59,2280.22,Yes
CUST00730,West,23,One year,Fiber optic,Credit card,89.8,1859.28,No
CUST00731,West,42,Month-to-month,DSL,Bank transfer,89.2,3715.96,No
CUST00732,South,10,One year,DSL,Electronic check,70.5,730.73,Yes
CUST00733,North,14,Month-to-month,Fiber optic,Electronic check,55.29,717.0,Yes
CUST00734,North,71,One year,DSL,Bank transfer,42.34,2756.73,No
